order_id,order_date,customer_id,customer_segment,region,sales_channel,category,product_name,unit_price,quantity,discount_pct,discount_amount,revenue,shipping_cost,total_amount,payment_method,order_status,customer_rating,year,month,quarter,month_name,day_of_week,is_weekend,is_q4,profit,revenue_bucket,pipeline_run_ts,data_source
ORD002720,2023-09-02,CUST02242,Vip,North,Mobile App,Sports & Outdoors,Yoga Mat,412.45,1,15,61.87,350.58,0.0,350.58,Credit Card,Delivered,4.0,2023,9,3,Sep,Saturday,True,False,122.7,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002721,2022-04-04,CUST00552,Returning,West,Website,Home & Kitchen,Blender,359.08,1,0,0.0,359.08,0.0,359.08,Crypto,Delivered,3.9,2022,4,2,Apr,Monday,False,False,125.68,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002722,2022-01-23,CUST00859,Returning,North,Website,Beauty & Personal Care,Shampoo,31.64,1,10,3.16,28.48,14.35,42.83,Paypal,Delivered,3.5,2022,1,1,Jan,Sunday,True,False,9.97,<$50,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002723,2022-04-03,CUST00086,New,West,Website,Beauty & Personal Care,Shampoo,49.48,1,0,0.0,49.48,9.03,58.51,Credit Card,Delivered,3.2,2022,4,2,Apr,Sunday,True,False,17.32,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002724,2023-09-14,CUST00546,New,West,Marketplace,Electronics,Smartphone,873.76,1,15,131.06,742.7,0.0,742.7,Debit Card,Delivered,3.3,2023,9,3,Sep,Thursday,False,False,259.94,$500-1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002725,2024-08-08,CUST00535,Returning,West,Website,Clothing,Sneakers,288.63,1,20,57.73,230.9,0.0,230.9,Credit Card,Delivered,4.6,2024,8,3,Aug,Thursday,False,False,80.82,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002726,2024-07-18,CUST02012,Returning,West,Social Media,Sports & Outdoors,Tent,753.35,2,15,226.0,1280.7,0.0,1280.7,Credit Card,Delivered,4.0,2024,7,3,Jul,Thursday,False,False,448.24,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002727,2023-04-03,CUST02518,Returning,South,Website,Beauty & Personal Care,Moisturizer,23.67,1,5,1.18,22.49,13.33,35.82,Crypto,Delivered,3.1,2023,4,2,Apr,Monday,False,False,7.87,<$50,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002728,2024-04-19,CUST02089,Premium,North,Mobile App,Home & Kitchen,Blender,301.73,1,15,45.26,256.47,0.0,256.47,Bank Transfer,Returned,1.6,2024,4,2,Apr,Friday,False,False,89.76,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002729,2024-04-04,CUST01277,Premium,North,Website,Electronics,Smart Watch,1411.03,2,5,141.1,2680.96,0.0,2680.96,Credit Card,Delivered,4.0,2024,4,2,Apr,Thursday,False,False,938.34,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002730,2023-10-29,CUST00977,Returning,South,Website,Home & Kitchen,Cookware Set,179.1,1,10,17.91,161.19,0.0,161.19,Paypal,Returned,2.5,2023,10,4,Oct,Sunday,True,True,56.42,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002731,2024-04-20,CUST00934,Returning,West,Marketplace,Clothing,Sneakers,67.07,1,10,6.71,60.36,6.29,66.65,Credit Card,Delivered,3.1,2024,4,2,Apr,Saturday,True,False,21.13,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002732,2023-01-16,CUST00226,Returning,East,Website,Books,History,13.38,1,5,0.67,12.71,16.42,29.13,Paypal,Delivered,4.5,2023,1,1,Jan,Monday,False,False,4.45,<$50,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002733,2024-07-10,CUST02115,Premium,West,Mobile App,Beauty & Personal Care,Perfume,43.71,4,20,34.97,139.87,0.0,139.87,Crypto,Cancelled,2.3,2024,7,3,Jul,Wednesday,False,False,48.95,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002734,2022-08-05,CUST00129,Premium,West,Marketplace,Sports & Outdoors,Dumbbells,519.03,4,0,0.0,2076.12,0.0,2076.12,Credit Card,Cancelled,1.1,2022,8,3,Aug,Friday,False,False,726.64,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002735,2022-12-22,CUST01209,Returning,West,Website,Sports & Outdoors,Running Shoes,400.65,5,30,600.98,1402.27,0.0,1402.27,Bank Transfer,Delivered,3.0,2022,12,4,Dec,Thursday,False,True,490.79,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002736,2023-09-29,CUST02261,Returning,West,Website,Home & Kitchen,Blender,472.45,1,10,47.24,425.21,0.0,425.21,Bank Transfer,Delivered,3.5,2023,9,3,Sep,Friday,False,False,148.82,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002737,2023-06-14,CUST02306,Returning,West,Website,Books,Self-Help,63.41,1,25,15.85,47.56,12.44,60.0,Credit Card,Pending,2.3,2023,6,2,Jun,Wednesday,False,False,16.65,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002738,2023-08-08,CUST02702,New,North,Mobile App,Books,Fiction Novel,24.63,1,5,1.23,23.4,1.18,24.58,Debit Card,Delivered,3.8,2023,8,3,Aug,Tuesday,False,False,8.19,<$50,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002739,2022-05-03,CUST00876,Returning,North,Website,Books,Science,48.77,2,5,4.88,92.66,22.3,114.96,Debit Card,Delivered,3.2,2022,5,2,May,Tuesday,False,False,32.43,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002740,2022-10-20,CUST01070,Returning,Central,Website,Books,Biography,52.95,4,5,10.59,201.21,0.0,201.21,Bank Transfer,Delivered,4.7,2022,10,4,Oct,Thursday,False,True,70.42,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002741,2024-11-13,CUST01745,Premium,East,Website,Electronics,Laptop,2326.27,2,0,0.0,4652.54,0.0,4652.54,Debit Card,Delivered,3.5,2024,11,4,Nov,Wednesday,False,True,1628.39,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002742,2022-09-13,CUST00681,Returning,Central,Website,Home & Kitchen,Air Fryer,201.9,1,5,10.1,191.8,0.0,191.8,Bank Transfer,Delivered,3.5,2022,9,3,Sep,Tuesday,False,False,67.13,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002743,2023-12-27,CUST01562,Premium,West,Website,Clothing,Hoodie,146.18,1,20,29.24,116.94,0.0,116.94,Paypal,Delivered,3.3,2023,12,4,Dec,Wednesday,False,True,40.93,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002744,2023-11-21,CUST01057,New,North,Website,Electronics,Camera,1695.8,1,0,0.0,1695.8,0.0,1695.8,Credit Card,Delivered,3.1,2023,11,4,Nov,Tuesday,False,True,593.53,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002745,2023-02-22,CUST00217,Premium,East,Marketplace,Electronics,Headphones,301.03,2,10,60.21,541.85,0.0,541.85,Debit Card,Delivered,4.3,2023,2,1,Feb,Wednesday,False,False,189.65,$500-1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002746,2023-05-16,CUST01498,Premium,Central,Website,Home & Kitchen,Coffee Maker,330.43,1,25,82.61,247.82,0.0,247.82,Debit Card,Delivered,3.8,2023,5,2,May,Tuesday,False,False,86.74,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002747,2023-09-30,CUST01107,Premium,West,Marketplace,Electronics,Speaker,1052.93,5,0,0.0,5264.65,0.0,5264.65,Credit Card,Delivered,4.7,2023,9,3,Sep,Saturday,True,False,1842.63,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002748,2023-10-11,CUST02193,Vip,West,Mobile App,Home & Kitchen,Vacuum Cleaner,120.63,3,30,108.57,253.32,0.0,253.32,Crypto,Delivered,4.1,2023,10,4,Oct,Wednesday,False,True,88.66,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002749,2022-03-06,CUST00750,Premium,South,Website,Home & Kitchen,Cookware Set,298.65,3,0,0.0,895.95,0.0,895.95,Crypto,Delivered,3.5,2022,3,1,Mar,Sunday,True,False,313.58,$500-1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002750,2023-11-14,CUST02642,New,Central,Website,Home & Kitchen,Cookware Set,46.86,1,10,4.69,42.17,23.32,65.49,Credit Card,Cancelled,2.2,2023,11,4,Nov,Tuesday,False,True,14.76,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002751,2024-07-12,CUST00868,Returning,East,Social Media,Electronics,Speaker,1267.83,2,0,0.0,2535.66,0.0,2535.66,Paypal,Delivered,4.4,2024,7,3,Jul,Friday,False,False,887.48,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002752,2024-03-10,CUST01084,Premium,South,Website,Books,Biography,43.18,1,15,6.48,36.7,6.84,43.54,Bank Transfer,Delivered,3.1,2024,3,1,Mar,Sunday,True,False,12.84,<$50,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002753,2023-09-02,CUST02238,Returning,West,Website,Books,Fiction Novel,35.83,2,5,3.58,68.08,3.39,71.47,Paypal,Returned,2.2,2023,9,3,Sep,Saturday,True,False,23.83,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002754,2023-08-18,CUST02676,Premium,North,Mobile App,Sports & Outdoors,Dumbbells,630.27,3,10,189.08,1701.73,0.0,1701.73,Debit Card,Delivered,4.8,2023,8,3,Aug,Friday,False,False,595.61,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002755,2023-12-27,CUST02995,New,West,Website,Home & Kitchen,Blender,244.54,3,0,0.0,733.62,0.0,733.62,Bank Transfer,Delivered,4.7,2023,12,4,Dec,Wednesday,False,True,256.77,$500-1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002756,2022-03-05,CUST01804,Returning,West,Social Media,Sports & Outdoors,Dumbbells,121.66,2,0,0.0,243.32,0.0,243.32,Paypal,Delivered,4.8,2022,3,1,Mar,Saturday,True,False,85.16,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002757,2022-04-27,CUST00892,New,North,Mobile App,Electronics,Camera,1218.46,1,10,121.85,1096.61,0.0,1096.61,Debit Card,Delivered,5.0,2022,4,2,Apr,Wednesday,False,False,383.81,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002758,2024-12-23,CUST01060,Vip,South,Mobile App,Sports & Outdoors,Running Shoes,204.75,2,5,20.48,389.02,0.0,389.02,Crypto,Delivered,4.4,2024,12,4,Dec,Monday,False,True,136.16,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002759,2023-06-26,CUST02335,Returning,East,Website,Clothing,Dress,40.88,3,10,12.26,110.38,0.0,110.38,Paypal,Delivered,4.5,2023,6,2,Jun,Monday,False,False,38.63,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002760,2022-08-26,CUST00710,Returning,South,Mobile App,Home & Kitchen,Air Fryer,319.13,3,15,143.61,813.78,0.0,813.78,Bank Transfer,Delivered,3.6,2022,8,3,Aug,Friday,False,False,284.82,$500-1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002761,2023-04-14,CUST00544,Premium,East,Social Media,Beauty & Personal Care,Face Wash,121.15,1,0,0.0,121.15,0.0,121.15,Debit Card,Delivered,4.9,2023,4,2,Apr,Friday,False,False,42.4,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002762,2023-07-09,CUST02911,New,East,Social Media,Books,History,73.82,1,0,0.0,73.82,10.22,84.04,Paypal,Delivered,3.8,2023,7,3,Jul,Sunday,True,False,25.84,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002763,2022-09-09,CUST00066,Returning,South,Mobile App,Beauty & Personal Care,Perfume,19.4,1,0,0.0,19.4,12.62,32.02,Debit Card,Delivered,4.2,2022,9,3,Sep,Friday,False,False,6.79,<$50,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002764,2024-01-01,CUST00696,Premium,Central,Social Media,Electronics,Headphones,1948.62,1,10,194.86,1753.76,0.0,1753.76,Debit Card,Delivered,4.9,2024,1,1,Jan,Monday,False,False,613.82,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002765,2023-06-27,CUST00889,Vip,South,Marketplace,Books,Biography,42.67,1,0,0.0,42.67,5.25,47.92,Bank Transfer,Delivered,4.6,2023,6,2,Jun,Tuesday,False,False,14.93,<$50,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002766,2023-01-19,CUST00327,Premium,East,Website,Beauty & Personal Care,Lipstick,80.4,1,5,4.02,76.38,18.65,95.03,Credit Card,Delivered,3.0,2023,1,1,Jan,Thursday,False,False,26.73,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002767,2024-12-04,CUST01579,Vip,Central,Mobile App,Books,Self-Help,12.88,1,10,1.29,11.59,6.28,17.87,Bank Transfer,Pending,3.3,2024,12,4,Dec,Wednesday,False,True,4.06,<$50,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002768,2024-09-02,CUST01019,New,North,Website,Home & Kitchen,Coffee Maker,439.8,1,25,109.95,329.85,0.0,329.85,Credit Card,Delivered,4.1,2024,9,3,Sep,Monday,False,False,115.45,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002769,2024-01-11,CUST00212,Returning,South,Marketplace,Electronics,Smart Watch,1160.28,1,20,232.06,928.22,0.0,928.22,Bank Transfer,Delivered,4.7,2024,1,1,Jan,Thursday,False,False,324.88,$500-1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002770,2023-07-18,CUST00351,Premium,Central,Website,Clothing,T-Shirt,294.99,2,30,176.99,412.99,0.0,412.99,Debit Card,Delivered,3.9,2023,7,3,Jul,Tuesday,False,False,144.55,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002771,2022-11-02,CUST01688,Returning,North,Website,Home & Kitchen,Cookware Set,326.67,4,0,0.0,1306.68,0.0,1306.68,Credit Card,Delivered,3.3,2022,11,4,Nov,Wednesday,False,True,457.34,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002772,2022-09-06,CUST02140,Returning,East,Website,Sports & Outdoors,Backpack,506.32,1,0,0.0,506.32,0.0,506.32,Debit Card,Delivered,4.3,2022,9,3,Sep,Tuesday,False,False,177.21,$500-1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002773,2022-06-04,CUST01343,Premium,Central,Mobile App,Home & Kitchen,Cookware Set,218.49,1,0,0.0,218.49,0.0,218.49,Bank Transfer,Cancelled,1.3,2022,6,2,Jun,Saturday,True,False,76.47,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002774,2022-01-29,CUST02257,Returning,North,Marketplace,Home & Kitchen,Bed Sheets,398.99,1,0,0.0,398.99,0.0,398.99,Credit Card,Cancelled,1.7,2022,1,1,Jan,Saturday,True,False,139.65,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002775,2023-07-27,CUST00499,Vip,North,Website,Electronics,Headphones,873.74,1,15,131.06,742.68,0.0,742.68,Crypto,Delivered,3.8,2023,7,3,Jul,Thursday,False,False,259.94,$500-1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002776,2023-11-24,CUST00021,Returning,Central,Marketplace,Beauty & Personal Care,Perfume,79.77,3,0,0.0,239.31,0.0,239.31,Paypal,Delivered,3.6,2023,11,4,Nov,Friday,False,True,83.76,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002777,2022-09-20,CUST01825,New,West,Social Media,Books,Self-Help,72.89,1,10,7.29,65.6,16.93,82.53,Credit Card,Delivered,3.2,2022,9,3,Sep,Tuesday,False,False,22.96,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002778,2023-07-08,CUST02713,Returning,North,Mobile App,Beauty & Personal Care,Shampoo,10.71,3,25,8.03,24.1,16.28,40.38,Paypal,Cancelled,1.4,2023,7,3,Jul,Saturday,True,False,8.44,<$50,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002779,2023-08-10,CUST00437,Returning,West,Mobile App,Books,Biography,26.78,1,0,0.0,26.78,21.75,48.53,Credit Card,Delivered,4.8,2023,8,3,Aug,Thursday,False,False,9.37,<$50,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002780,2024-01-08,CUST02183,Returning,East,Mobile App,Sports & Outdoors,Backpack,702.84,1,5,35.14,667.7,0.0,667.7,Credit Card,Delivered,4.3,2024,1,1,Jan,Monday,False,False,233.7,$500-1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002781,2022-07-07,CUST02065,Returning,South,Mobile App,Books,Biography,54.16,5,0,0.0,270.8,0.0,270.8,Bank Transfer,Delivered,4.8,2022,7,3,Jul,Thursday,False,False,94.78,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002782,2023-03-12,CUST00449,Returning,East,Website,Clothing,Dress,149.72,1,0,0.0,149.72,0.0,149.72,Crypto,Delivered,3.3,2023,3,1,Mar,Sunday,True,False,52.4,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002783,2024-06-20,CUST00012,New,West,Mobile App,Home & Kitchen,Coffee Maker,493.55,1,0,0.0,493.55,0.0,493.55,Debit Card,Delivered,3.1,2024,6,2,Jun,Thursday,False,False,172.74,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002784,2024-06-03,CUST02856,Vip,South,Marketplace,Sports & Outdoors,Bicycle,304.88,3,0,0.0,914.64,0.0,914.64,Debit Card,Delivered,4.9,2024,6,2,Jun,Monday,False,False,320.12,$500-1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002785,2022-08-30,CUST00578,Returning,West,Social Media,Clothing,Dress,286.56,5,15,214.92,1217.88,0.0,1217.88,Credit Card,Delivered,3.5,2022,8,3,Aug,Tuesday,False,False,426.26,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002786,2023-12-16,CUST02405,New,South,Website,Electronics,Smart Watch,1962.05,1,5,98.1,1863.95,0.0,1863.95,Paypal,Delivered,4.6,2023,12,4,Dec,Saturday,True,True,652.38,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002787,2023-11-15,CUST02012,Premium,South,Mobile App,Books,Fiction Novel,8.5,2,15,2.55,14.45,0.02,14.47,Crypto,Delivered,4.9,2023,11,4,Nov,Wednesday,False,True,5.06,<$50,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002788,2023-05-19,CUST02609,Returning,South,Website,Electronics,Smartphone,2259.59,1,20,451.92,1807.67,0.0,1807.67,Crypto,Delivered,4.5,2023,5,2,May,Friday,False,False,632.68,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002789,2024-06-27,CUST02950,Premium,North,Mobile App,Sports & Outdoors,Running Shoes,497.06,2,30,298.24,695.88,0.0,695.88,Credit Card,Delivered,3.0,2024,6,2,Jun,Thursday,False,False,243.56,$500-1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002790,2022-03-06,CUST00209,Premium,Central,Website,Home & Kitchen,Bed Sheets,67.67,1,0,0.0,67.67,21.8,89.47,Bank Transfer,Pending,3.2,2022,3,1,Mar,Sunday,True,False,23.68,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002791,2024-02-21,CUST00977,Returning,West,Mobile App,Home & Kitchen,Coffee Maker,206.01,1,10,20.6,185.41,0.0,185.41,Credit Card,Cancelled,3.2,2024,2,1,Feb,Wednesday,False,False,64.89,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002792,2023-06-07,CUST01535,Premium,West,Mobile App,Beauty & Personal Care,Lipstick,121.0,3,15,54.45,308.55,0.0,308.55,Crypto,Delivered,4.5,2023,6,2,Jun,Wednesday,False,False,107.99,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002793,2023-04-24,CUST02572,New,North,Mobile App,Beauty & Personal Care,Lipstick,49.6,1,5,2.48,47.12,9.04,56.16,Crypto,Delivered,3.9,2023,4,2,Apr,Monday,False,False,16.49,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002794,2022-11-26,CUST00559,New,South,Mobile App,Books,Self-Help,59.03,2,0,0.0,118.06,0.0,118.06,Crypto,Returned,2.3,2022,11,4,Nov,Saturday,True,True,41.32,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002795,2022-09-09,CUST00867,Premium,South,Mobile App,Clothing,T-Shirt,104.5,3,0,0.0,313.5,0.0,313.5,Credit Card,Delivered,3.5,2022,9,3,Sep,Friday,False,False,109.72,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002796,2024-09-16,CUST00292,Returning,East,Website,Sports & Outdoors,Running Shoes,739.17,1,5,36.96,702.21,0.0,702.21,Bank Transfer,Delivered,3.8,2024,9,3,Sep,Monday,False,False,245.77,$500-1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002797,2022-06-23,CUST00405,Returning,East,Website,Electronics,Tablet,823.34,2,20,329.34,1317.34,0.0,1317.34,Bank Transfer,Delivered,4.6,2022,6,2,Jun,Thursday,False,False,461.07,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002798,2024-08-28,CUST02948,Returning,West,Marketplace,Beauty & Personal Care,Lipstick,114.02,1,0,0.0,114.02,0.0,114.02,Bank Transfer,Pending,1.1,2024,8,3,Aug,Wednesday,False,False,39.91,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002799,2022-10-14,CUST02401,Returning,East,Marketplace,Home & Kitchen,Coffee Maker,24.04,2,25,12.02,36.06,21.25,57.31,Debit Card,Delivered,3.7,2022,10,4,Oct,Friday,False,True,12.62,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002800,2024-10-23,CUST01998,Vip,West,Website,Home & Kitchen,Cookware Set,319.14,2,5,31.91,606.37,0.0,606.37,Paypal,Delivered,3.0,2024,10,4,Oct,Wednesday,False,True,212.23,$500-1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002801,2022-12-15,CUST02437,Premium,West,Marketplace,Electronics,Camera,1764.59,1,0,0.0,1764.59,0.0,1764.59,Debit Card,Delivered,3.9,2022,12,4,Dec,Thursday,False,True,617.61,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002802,2024-06-03,CUST00829,Returning,South,Website,Beauty & Personal Care,Perfume,10.03,1,5,0.5,9.53,7.63,17.16,Credit Card,Delivered,3.1,2024,6,2,Jun,Monday,False,False,3.34,<$50,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002803,2023-05-05,CUST00991,Premium,North,Website,Electronics,Smart Watch,1755.93,5,20,1755.93,7023.72,0.0,7023.72,Credit Card,Returned,2.3,2023,5,2,May,Friday,False,False,2458.3,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002804,2024-10-17,CUST01310,Returning,East,Website,Beauty & Personal Care,Moisturizer,63.07,1,5,3.15,59.92,8.58,68.5,Crypto,Delivered,3.7,2024,10,4,Oct,Thursday,False,True,20.97,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002805,2024-07-20,CUST02898,Vip,South,Website,Home & Kitchen,Coffee Maker,217.79,1,0,0.0,217.79,0.0,217.79,Bank Transfer,Pending,3.2,2024,7,3,Jul,Saturday,True,False,76.23,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002806,2023-05-10,CUST01345,Returning,West,Social Media,Clothing,Boots,157.98,2,0,0.0,315.96,0.0,315.96,Crypto,Delivered,4.8,2023,5,2,May,Wednesday,False,False,110.59,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002807,2023-12-29,CUST02911,Premium,Central,Mobile App,Beauty & Personal Care,Shampoo,122.14,2,20,48.86,195.42,0.0,195.42,Paypal,Delivered,4.3,2023,12,4,Dec,Friday,False,True,68.4,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002808,2022-09-09,CUST02458,Returning,Central,Social Media,Clothing,Jacket,284.2,1,0,0.0,284.2,0.0,284.2,Bank Transfer,Delivered,4.7,2022,9,3,Sep,Friday,False,False,99.47,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002809,2023-02-06,CUST01612,Premium,Central,Website,Sports & Outdoors,Running Shoes,510.72,1,25,127.68,383.04,0.0,383.04,Bank Transfer,Delivered,3.7,2023,2,1,Feb,Monday,False,False,134.06,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002810,2022-04-10,CUST00371,Premium,North,Website,Electronics,Headphones,2416.95,1,5,120.85,2296.1,0.0,2296.1,Bank Transfer,Returned,2.5,2022,4,2,Apr,Sunday,True,False,803.63,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002811,2022-09-18,CUST00037,New,West,Website,Electronics,Camera,1977.23,2,20,790.89,3163.57,0.0,3163.57,Debit Card,Delivered,4.7,2022,9,3,Sep,Sunday,True,False,1107.25,>$1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002812,2024-02-23,CUST00703,Premium,East,Mobile App,Home & Kitchen,Air Fryer,56.11,1,0,0.0,56.11,8.8,64.91,Debit Card,Delivered,3.2,2024,2,1,Feb,Friday,False,False,19.64,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002813,2023-03-11,CUST02778,Returning,Central,Website,Home & Kitchen,Bed Sheets,215.86,2,0,0.0,431.72,0.0,431.72,Debit Card,Delivered,3.8,2023,3,1,Mar,Saturday,True,False,151.1,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002814,2023-04-27,CUST00220,Returning,East,Website,Home & Kitchen,Coffee Maker,343.33,1,0,0.0,343.33,0.0,343.33,Crypto,Returned,3.1,2023,4,2,Apr,Thursday,False,False,120.17,$200-500,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002815,2023-08-03,CUST02168,New,East,Website,Electronics,Camera,720.45,1,0,0.0,720.45,0.0,720.45,Paypal,Delivered,4.5,2023,8,3,Aug,Thursday,False,False,252.16,$500-1K,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
ORD002816,2024-08-11,CUST00101,New,East,Website,Beauty & Personal Care,Sunscreen,35.79,3,25,26.84,80.53,12.89,93.42,Debit Card,Delivered,4.8,2024,8,3,Aug,Sunday,True,False,28.19,$50-200,2026-03-19T18:38:15.387227,ecommerce_sales_raw_csv
