order_id,order_date,customer_id,customer_segment,region,sales_channel,category,product_name,unit_price,quantity,discount_pct,discount_amount,revenue,shipping_cost,total_amount,payment_method,order_status,customer_rating
ORD002318,2024-08-05,CUST01780,New,South,Website,Clothing,Jacket,275.22,2,0,0.0,550.44,0.0,550.44,Crypto,Delivered,4.4
ORD002319,2024-12-28,CUST00612,Premium,West,Marketplace,Beauty & Personal Care,Shampoo,100.5,5,0,0.0,502.5,0.0,502.5,Credit Card,Delivered,4.8
ORD002320,2023-10-20,CUST00678,VIP,East,Website,Clothing,Dress,181.2,2,10,36.24,326.16,0.0,326.16,Crypto,Delivered,3.5
ORD002321,2024-05-29,CUST02882,Premium,West,Mobile App,Home & Kitchen,Air Fryer,269.71,3,0,0.0,809.13,0.0,809.13,Credit Card,Delivered,4.6
ORD002322,2023-10-19,CUST02302,Returning,North,Marketplace,Clothing,Jeans,28.2,1,10,2.82,25.38,12.99,38.37,PayPal,Delivered,4.2
ORD002323,2024-09-13,CUST02174,Returning,Central,Website,Beauty & Personal Care,Face Wash,13.09,2,0,0.0,26.18,22.22,48.4,PayPal,Delivered,4.4
ORD002324,2024-08-16,CUST00690,New,South,Marketplace,Electronics,Camera,1837.85,5,30,2756.78,6432.47,0.0,6432.47,Bank Transfer,Delivered,3.0
ORD002325,2022-01-14,CUST00718,Returning,East,Mobile App,Clothing,Jeans,107.34,1,5,5.37,101.97,0.0,101.97,Crypto,Delivered,4.0
ORD002326,2024-01-06,CUST02003,Premium,East,Marketplace,Clothing,Boots,144.78,4,10,57.91,521.21,0.0,521.21,Credit Card,Delivered,4.3
ORD002327,2022-05-12,CUST01964,Returning,West,Social Media,Clothing,Jacket,220.15,1,0,0.0,220.15,0.0,220.15,Bank Transfer,Delivered,4.4
ORD002328,2022-08-02,CUST00424,New,Central,Website,Books,Self-Help,77.21,1,10,7.72,69.49,21.57,91.06,Debit Card,Delivered,3.1
ORD002329,2024-11-06,CUST02865,New,South,Mobile App,Electronics,Smart Watch,155.25,1,0,0.0,155.25,0.0,155.25,Crypto,Delivered,3.9
ORD002330,2024-12-04,CUST02150,New,South,Mobile App,Clothing,Hoodie,46.53,4,10,18.61,167.51,0.0,167.51,Debit Card,Delivered,5.0
ORD002331,2022-01-14,CUST00263,Returning,North,Mobile App,Home & Kitchen,Cookware Set,187.49,1,5,9.37,178.12,0.0,178.12,Debit Card,Delivered,3.5
ORD002332,2024-05-30,CUST00858,Returning,East,Website,Beauty & Personal Care,Moisturizer,68.34,2,5,6.83,129.85,0.0,129.85,Crypto,Delivered,3.7
ORD002333,2022-06-15,CUST00133,Returning,Central,Website,Home & Kitchen,Blender,348.53,1,30,104.56,243.97,0.0,243.97,Crypto,Returned,2.8
ORD002334,2023-03-06,CUST01714,New,West,Website,Clothing,Dress,264.98,1,0,0.0,264.98,0.0,264.98,Debit Card,Delivered,3.3
ORD002335,2022-10-19,CUST02621,New,West,Website,Beauty & Personal Care,Sunscreen,38.48,2,0,0.0,76.96,6.79,83.75,Debit Card,Delivered,5.0
ORD002336,2022-08-18,CUST01703,Premium,South,Website,Sports & Outdoors,Dumbbells,681.04,2,20,272.42,1089.66,0.0,1089.66,Bank Transfer,Delivered,4.7
ORD002337,2024-02-05,CUST01141,VIP,North,Social Media,Books,History,56.68,1,0,0.0,56.68,0.04,56.72,Bank Transfer,Delivered,3.8
ORD002338,2023-11-10,CUST02263,New,East,Mobile App,Sports & Outdoors,Bicycle,13.38,2,0,0.0,26.76,19.72,46.48,Credit Card,Delivered,3.6
ORD002339,2022-09-23,CUST01212,New,East,Website,Sports & Outdoors,Bicycle,665.81,1,0,0.0,665.81,0.0,665.81,Credit Card,Delivered,4.9
ORD002340,2023-02-04,CUST00501,Returning,South,Mobile App,Books,Science,49.27,2,0,0.0,98.54,17.97,116.51,PayPal,Delivered,3.5
ORD002341,2023-10-27,CUST02062,Premium,South,Social Media,Clothing,Jeans,203.29,5,25,254.11,762.34,0.0,762.34,Bank Transfer,Delivered,3.5
ORD002342,2024-04-08,CUST00715,VIP,South,Mobile App,Home & Kitchen,Air Fryer,47.49,2,15,14.25,80.73,12.42,93.15,Credit Card,Returned,1.2
ORD002343,2023-01-07,CUST01897,Returning,Central,Mobile App,Home & Kitchen,Coffee Maker,412.19,1,10,41.22,370.97,0.0,370.97,Debit Card,Delivered,3.4
ORD002344,2024-01-05,CUST02186,Premium,Central,Website,Books,Textbook,46.27,1,0,0.0,46.27,6.37,52.64,Crypto,Delivered,4.7
ORD002345,2022-09-26,CUST00730,Returning,South,Website,Books,Fiction Novel,65.55,3,0,0.0,196.65,0.0,196.65,PayPal,Pending,2.9
ORD002346,2023-12-24,CUST02309,Returning,East,Mobile App,Beauty & Personal Care,Face Wash,57.85,4,0,0.0,231.4,0.0,231.4,Crypto,Delivered,4.7
ORD002347,2023-04-03,CUST00076,Premium,East,Mobile App,Electronics,Camera,511.5,1,10,51.15,460.35,0.0,460.35,Debit Card,Delivered,3.5
ORD002348,2024-01-01,CUST02174,Returning,North,Marketplace,Beauty & Personal Care,Moisturizer,17.73,1,5,0.89,16.84,24.47,41.31,Credit Card,Cancelled,2.6
ORD002349,2024-02-09,CUST00249,New,Central,Website,Clothing,Jeans,48.14,1,0,0.0,48.14,13.04,61.18,Bank Transfer,Delivered,4.5
ORD002350,2023-04-11,CUST00029,Returning,West,Website,Clothing,Boots,159.66,2,5,15.97,303.35,0.0,303.35,Credit Card,Delivered,4.5
ORD002351,2022-09-17,CUST01911,New,East,Mobile App,Beauty & Personal Care,Sunscreen,92.62,2,10,18.52,166.72,0.0,166.72,Credit Card,Cancelled,3.1
ORD002352,2024-11-29,CUST02772,Returning,South,Mobile App,Clothing,Jeans,163.45,1,5,8.17,155.28,0.0,155.28,Crypto,Cancelled,2.3
ORD002353,2023-04-26,CUST02357,Returning,South,Website,Sports & Outdoors,Backpack,92.88,3,0,0.0,278.64,0.0,278.64,Crypto,Delivered,3.0
ORD002354,2023-09-01,CUST01134,Returning,East,Marketplace,Clothing,Dress,182.4,2,30,109.44,255.36,0.0,255.36,PayPal,Delivered,4.7
ORD002355,2024-05-22,CUST00555,Returning,East,Website,Electronics,Headphones,1037.33,4,0,0.0,4149.32,0.0,4149.32,Debit Card,Delivered,3.9
ORD002356,2023-05-26,CUST01397,Returning,Central,Website,Home & Kitchen,Cookware Set,72.38,1,25,18.09,54.29,18.34,72.63,Crypto,Delivered,4.9
ORD002357,2024-05-28,CUST01491,Returning,East,Mobile App,Beauty & Personal Care,Face Wash,130.02,2,5,13.0,247.04,0.0,247.04,Debit Card,Cancelled,2.2
ORD002358,2024-12-13,CUST01268,VIP,South,Social Media,Books,History,79.01,2,0,0.0,158.02,0.0,158.02,Credit Card,Delivered,4.9
ORD002359,2024-08-12,CUST01908,VIP,North,Marketplace,Clothing,T-Shirt,298.88,2,0,0.0,597.76,0.0,597.76,Debit Card,Delivered,3.1
ORD002360,2022-11-17,CUST00609,New,Central,Website,Beauty & Personal Care,Moisturizer,76.33,2,0,0.0,152.66,0.0,152.66,Credit Card,Delivered,3.4
ORD002361,2022-03-30,CUST02983,New,North,Marketplace,Sports & Outdoors,Tent,487.17,1,10,48.72,438.45,0.0,438.45,Debit Card,Cancelled,2.7
ORD002362,2023-11-09,CUST00487,New,West,Website,Books,Textbook,22.08,1,0,0.0,22.08,16.77,38.85,Crypto,Delivered,3.4
ORD002363,2023-11-07,CUST00137,Returning,East,Website,Clothing,Jeans,91.33,1,0,0.0,91.33,19.81,111.14,PayPal,Delivered,5.0
ORD002364,2022-05-31,CUST00797,Returning,East,Website,Electronics,Smartphone,140.03,1,5,7.0,133.03,0.0,133.03,PayPal,Delivered,4.6
ORD002365,2022-07-10,CUST02601,New,North,Marketplace,Books,Fiction Novel,63.15,1,10,6.32,56.83,23.18,80.01,PayPal,Delivered,4.5
ORD002366,2023-05-01,CUST02688,Premium,North,Website,Electronics,Smartphone,463.71,1,30,139.11,324.6,0.0,324.6,PayPal,Delivered,4.1
ORD002367,2023-10-26,CUST01394,Returning,North,Website,Home & Kitchen,Coffee Maker,342.17,4,0,0.0,1368.68,0.0,1368.68,Bank Transfer,Delivered,3.7
ORD002368,2023-10-01,CUST00887,New,South,Mobile App,Electronics,Headphones,1271.13,3,10,381.34,3432.05,0.0,3432.05,Debit Card,Delivered,4.2
ORD002369,2023-05-16,CUST01640,Returning,South,Social Media,Home & Kitchen,Air Fryer,415.27,1,5,20.76,394.51,0.0,394.51,Bank Transfer,Cancelled,2.4
ORD002370,2022-02-17,CUST01641,New,Central,Website,Clothing,Boots,67.37,1,5,3.37,64.0,23.72,87.72,Bank Transfer,Delivered,4.4
ORD002371,2023-06-02,CUST01268,Returning,West,Mobile App,Home & Kitchen,Air Fryer,71.75,1,0,0.0,71.75,21.21,92.96,Bank Transfer,Cancelled,3.3
ORD002372,2023-05-02,CUST02811,Premium,Central,Mobile App,Books,Self-Help,60.42,2,0,0.0,120.84,0.0,120.84,Credit Card,Delivered,3.3
ORD002373,2024-09-10,CUST00349,New,West,Website,Books,History,51.88,1,20,10.38,41.5,5.61,47.11,Credit Card,Cancelled,1.3
ORD002374,2022-04-21,CUST01293,New,Central,Website,Clothing,Sneakers,81.45,1,15,12.22,69.23,4.55,73.78,Crypto,Delivered,3.9
ORD002375,2022-11-22,CUST02839,Returning,North,Social Media,Clothing,Sneakers,281.06,1,0,0.0,281.06,0.0,281.06,Debit Card,Delivered,4.2
ORD002376,2023-10-26,CUST00563,Premium,East,Mobile App,Electronics,Tablet,683.78,2,0,0.0,1367.56,0.0,1367.56,Credit Card,Returned,2.0
ORD002377,2024-06-20,CUST00638,Returning,East,Social Media,Beauty & Personal Care,Moisturizer,98.78,4,30,118.54,276.58,0.0,276.58,PayPal,Delivered,3.9
ORD002378,2023-06-19,CUST00058,Returning,Central,Website,Books,Science,41.54,1,5,2.08,39.46,22.65,62.11,PayPal,Delivered,3.9
ORD002379,2024-07-18,CUST00628,Returning,South,Website,Electronics,Headphones,261.71,4,5,52.34,994.5,0.0,994.5,Credit Card,Returned,1.3
ORD002380,2024-02-13,CUST01054,New,North,Website,Clothing,Dress,210.8,1,10,21.08,189.72,0.0,189.72,Debit Card,Cancelled,1.2
ORD002381,2022-01-22,CUST00825,New,West,Website,Sports & Outdoors,Bicycle,36.29,1,15,5.44,30.85,13.57,44.42,Bank Transfer,Pending,2.4
ORD002382,2022-12-23,CUST01076,New,East,Website,Home & Kitchen,Air Fryer,50.77,1,5,2.54,48.23,22.44,70.67,PayPal,Delivered,3.5
ORD002383,2023-06-20,CUST02279,New,West,Website,Books,Fiction Novel,14.1,2,30,8.46,19.74,13.91,33.65,Credit Card,Delivered,4.4
ORD002384,2022-12-16,CUST00162,Returning,North,Mobile App,Beauty & Personal Care,Face Wash,63.06,4,0,0.0,252.24,0.0,252.24,Credit Card,Delivered,3.6
ORD002385,2024-06-25,CUST02446,Returning,South,Mobile App,Home & Kitchen,Coffee Maker,127.97,5,10,63.98,575.87,0.0,575.87,PayPal,Delivered,4.3
ORD002386,2022-01-02,CUST00210,Returning,North,Marketplace,Home & Kitchen,Blender,63.96,4,10,25.58,230.26,0.0,230.26,Bank Transfer,Delivered,3.7
ORD002387,2024-08-27,CUST00670,Returning,South,Mobile App,Beauty & Personal Care,Shampoo,6.71,1,0,0.0,6.71,7.23,13.94,Crypto,Delivered,3.2
ORD002388,2024-08-27,CUST01102,Returning,East,Mobile App,Beauty & Personal Care,Shampoo,94.92,4,0,0.0,379.68,0.0,379.68,Crypto,Delivered,4.2
ORD002389,2024-02-25,CUST02717,Returning,Central,Marketplace,Beauty & Personal Care,Lipstick,113.48,1,15,17.02,96.46,8.66,105.12,PayPal,Delivered,3.3
ORD002390,2023-03-09,CUST01806,New,East,Website,Home & Kitchen,Blender,214.14,1,15,32.12,182.02,0.0,182.02,Debit Card,Delivered,4.9
ORD002391,2024-03-20,CUST02349,Premium,Central,Mobile App,Sports & Outdoors,Dumbbells,696.03,3,15,313.21,1774.88,0.0,1774.88,Crypto,Delivered,4.4
ORD002392,2024-07-26,CUST01234,Returning,North,Marketplace,Books,Fiction Novel,68.3,1,5,3.42,64.88,2.21,67.09,Crypto,Delivered,4.4
ORD002393,2023-03-10,CUST01383,Returning,South,Website,Sports & Outdoors,Tent,72.28,1,10,7.23,65.05,12.89,77.94,Credit Card,Delivered,3.9
ORD002394,2023-06-14,CUST01532,Premium,East,Website,Home & Kitchen,Vacuum Cleaner,32.87,2,10,6.57,59.17,5.23,64.4,Bank Transfer,Delivered,3.2
ORD002395,2024-02-01,CUST02839,Premium,Central,Website,Electronics,Laptop,1744.11,1,15,261.62,1482.49,0.0,1482.49,Bank Transfer,Cancelled,2.5
ORD002396,2024-04-23,CUST00483,Returning,South,Website,Beauty & Personal Care,Face Wash,51.62,1,0,0.0,51.62,6.07,57.69,Bank Transfer,Delivered,3.4
ORD002397,2022-03-23,CUST00640,New,West,Website,Home & Kitchen,Air Fryer,469.76,2,20,187.9,751.62,0.0,751.62,PayPal,Delivered,4.9
ORD002398,2024-11-24,CUST01984,VIP,Central,Marketplace,Beauty & Personal Care,Shampoo,6.25,3,0,0.0,18.75,20.66,39.41,Crypto,Delivered,3.1
ORD002399,2023-07-28,CUST01831,Returning,North,Website,Home & Kitchen,Bed Sheets,486.44,1,15,72.97,413.47,0.0,413.47,Crypto,Delivered,3.9
ORD002400,2023-01-05,CUST00331,New,North,Mobile App,Electronics,Headphones,1816.59,4,10,726.64,6539.72,0.0,6539.72,Bank Transfer,Delivered,3.1
ORD002401,2024-05-17,CUST01827,Premium,West,Mobile App,Home & Kitchen,Vacuum Cleaner,404.29,2,20,161.72,646.86,0.0,646.86,Crypto,Delivered,4.2
ORD002402,2023-07-25,CUST01350,Returning,West,Marketplace,Sports & Outdoors,Tent,424.54,4,0,0.0,1698.16,0.0,1698.16,Credit Card,Delivered,3.0
ORD002403,2023-03-13,CUST01704,VIP,North,Mobile App,Sports & Outdoors,Dumbbells,580.41,2,10,116.08,1044.74,0.0,1044.74,Crypto,Delivered,4.4
ORD002404,2023-05-30,CUST01544,Premium,Central,Mobile App,Home & Kitchen,Air Fryer,495.7,5,10,247.85,2230.65,0.0,2230.65,Credit Card,Delivered,3.6
ORD002405,2023-12-17,CUST01668,New,North,Social Media,Sports & Outdoors,Running Shoes,632.22,1,0,0.0,632.22,0.0,632.22,Bank Transfer,Delivered,3.8
ORD002406,2024-08-11,CUST00116,Returning,East,Mobile App,Beauty & Personal Care,Shampoo,106.68,1,20,21.34,85.34,24.15,109.49,Crypto,Delivered,3.6
ORD002407,2023-09-06,CUST00989,New,South,Marketplace,Clothing,T-Shirt,122.95,1,0,0.0,122.95,0.0,122.95,Debit Card,Returned,3.3
ORD002408,2024-07-24,CUST01443,Returning,North,Marketplace,Beauty & Personal Care,Lipstick,14.77,1,10,1.48,13.29,7.11,20.4,Credit Card,Delivered,3.2
ORD002409,2022-04-08,CUST01619,Returning,East,Mobile App,Sports & Outdoors,Backpack,21.33,2,0,0.0,42.66,22.6,65.26,PayPal,Delivered,4.7
ORD002410,2023-08-31,CUST00328,Returning,North,Website,Home & Kitchen,Cookware Set,212.64,1,5,10.63,202.01,0.0,202.01,Crypto,Delivered,3.4
ORD002411,2024-02-20,CUST01773,Returning,East,Marketplace,Clothing,T-Shirt,282.37,4,5,56.47,1073.01,0.0,1073.01,Crypto,Delivered,4.2
ORD002412,2024-12-26,CUST01174,Returning,North,Website,Beauty & Personal Care,Sunscreen,81.27,1,5,4.06,77.21,22.26,99.47,Credit Card,Delivered,4.3
ORD002413,2024-07-31,CUST00374,Premium,South,Website,Beauty & Personal Care,Shampoo,123.1,2,20,49.24,196.96,0.0,196.96,Debit Card,Cancelled,1.5
ORD002414,2024-06-25,CUST01969,Returning,South,Mobile App,Books,Biography,45.65,5,0,0.0,228.25,0.0,228.25,Crypto,Delivered,4.6
ORD002415,2023-05-14,CUST00613,New,West,Mobile App,Clothing,Dress,56.05,1,0,0.0,56.05,0.73,56.78,Debit Card,Returned,2.1
ORD002416,2023-06-29,CUST02613,Returning,East,Mobile App,Electronics,Camera,67.77,1,5,3.39,64.38,20.6,84.98,PayPal,Cancelled,1.4
ORD002417,2022-03-16,CUST00230,New,South,Website,Beauty & Personal Care,Shampoo,129.52,3,5,19.43,369.13,0.0,369.13,PayPal,Delivered,3.9
ORD002418,2022-09-17,CUST00698,Returning,West,Social Media,Electronics,Smartphone,1951.08,1,10,195.11,1755.97,0.0,1755.97,Credit Card,Delivered,3.3
ORD002419,2023-11-23,CUST01190,VIP,Central,Mobile App,Home & Kitchen,Blender,386.39,5,0,0.0,1931.95,0.0,1931.95,Debit Card,Pending,3.0
ORD002420,2022-05-22,CUST01474,Premium,West,Mobile App,Books,History,10.78,1,5,0.54,10.24,24.28,34.52,PayPal,Delivered,4.3
ORD002421,2024-02-18,CUST02494,New,East,Mobile App,Clothing,Sneakers,126.43,3,20,75.86,303.43,0.0,303.43,PayPal,Delivered,3.9
ORD002422,2022-11-30,CUST01161,Returning,East,Website,Beauty & Personal Care,Shampoo,35.05,2,10,7.01,63.09,1.76,64.85,Bank Transfer,Cancelled,2.1
ORD002423,2023-06-21,CUST01282,Returning,Central,Mobile App,Electronics,Camera,2130.09,4,0,0.0,8520.36,0.0,8520.36,PayPal,Pending,2.1
ORD002424,2023-02-27,CUST00243,New,North,Website,Electronics,Headphones,1060.82,2,10,212.16,1909.48,0.0,1909.48,Debit Card,Delivered,3.1
ORD002425,2024-02-09,CUST00589,Returning,South,Website,Electronics,Smartphone,1817.28,2,0,0.0,3634.56,0.0,3634.56,Crypto,Delivered,3.6
ORD002426,2023-03-24,CUST00847,Returning,South,Website,Sports & Outdoors,Yoga Mat,40.17,2,25,20.09,60.25,9.15,69.4,Bank Transfer,Delivered,4.3
ORD002427,2024-02-20,CUST01499,Returning,Central,Website,Books,Biography,19.93,3,0,0.0,59.79,7.97,67.76,Crypto,Delivered,3.6
ORD002428,2023-12-03,CUST01328,Premium,South,Mobile App,Books,Textbook,48.92,2,0,0.0,97.84,9.2,107.04,Bank Transfer,Delivered,4.4
ORD002429,2023-08-10,CUST00305,Returning,Central,Website,Electronics,Headphones,331.1,2,20,132.44,529.76,0.0,529.76,Debit Card,Delivered,3.3
ORD002430,2024-12-20,CUST02643,VIP,South,Marketplace,Beauty & Personal Care,Perfume,25.79,4,25,25.79,77.37,22.36,99.73,Credit Card,Delivered,3.6
ORD002431,2024-02-06,CUST02013,New,East,Website,Electronics,Smart Watch,1591.42,1,0,0.0,1591.42,0.0,1591.42,Credit Card,Returned,1.1
ORD002432,2023-02-19,CUST00106,Returning,Central,Website,Beauty & Personal Care,Shampoo,73.67,1,10,7.37,66.3,6.55,72.85,Credit Card,Delivered,4.5
ORD002433,2023-08-06,CUST01171,New,South,Mobile App,Beauty & Personal Care,Shampoo,29.98,4,15,17.99,101.93,0.0,101.93,Bank Transfer,Delivered,4.3
ORD002434,2022-03-21,CUST01482,Premium,South,Website,Electronics,Smart Watch,663.76,1,15,99.56,564.2,0.0,564.2,Crypto,Delivered,4.1
ORD002435,2023-06-02,CUST00363,New,South,Social Media,Beauty & Personal Care,Moisturizer,45.94,3,10,13.78,124.04,0.0,124.04,PayPal,Delivered,3.0
ORD002436,2023-09-12,CUST02990,VIP,East,Marketplace,Sports & Outdoors,Tent,78.7,5,0,0.0,393.5,0.0,393.5,PayPal,Delivered,3.4
ORD002437,2024-05-25,CUST02240,Returning,South,Mobile App,Sports & Outdoors,Backpack,502.5,2,20,201.0,804.0,0.0,804.0,PayPal,Returned,1.3
ORD002438,2023-02-22,CUST02059,New,South,Website,Electronics,Smartphone,113.5,1,0,0.0,113.5,0.0,113.5,PayPal,Delivered,3.6
ORD002439,2024-12-17,CUST02914,New,West,Mobile App,Electronics,Smartphone,1564.27,5,0,0.0,7821.35,0.0,7821.35,PayPal,Returned,1.4
ORD002440,2022-03-15,CUST02102,New,South,Website,Electronics,Speaker,1452.08,2,20,580.83,2323.33,0.0,2323.33,Bank Transfer,Pending,2.8
ORD002441,2024-03-27,CUST02004,New,East,Social Media,Beauty & Personal Care,Shampoo,18.64,5,0,0.0,93.2,10.78,103.98,Credit Card,Cancelled,1.2
ORD002442,2022-08-24,CUST02074,Premium,West,Website,Beauty & Personal Care,Shampoo,105.16,4,0,0.0,420.64,0.0,420.64,PayPal,Returned,1.1
ORD002443,2023-07-12,CUST01080,Returning,West,Website,Clothing,Boots,73.69,1,15,11.05,62.64,24.65,87.29,Bank Transfer,Delivered,4.8
ORD002444,2022-11-11,CUST01467,Premium,West,Website,Books,Biography,32.84,3,5,4.93,93.59,8.67,102.26,Credit Card,Returned,2.9
ORD002445,2024-10-28,CUST02983,New,North,Website,Clothing,T-Shirt,127.4,3,10,38.22,343.98,0.0,343.98,Bank Transfer,Pending,3.4
ORD002446,2023-02-26,CUST00248,Returning,West,Website,Clothing,Hoodie,259.22,2,20,103.69,414.75,0.0,414.75,PayPal,Delivered,3.6
ORD002447,2022-10-08,CUST01016,New,West,Website,Sports & Outdoors,Bicycle,323.8,2,20,129.52,518.08,0.0,518.08,Bank Transfer,Delivered,4.4
ORD002448,2022-05-15,CUST01124,Returning,Central,Mobile App,Sports & Outdoors,Yoga Mat,627.27,2,20,250.91,1003.63,0.0,1003.63,Debit Card,Delivered,3.6
ORD002449,2024-10-02,CUST01201,New,Central,Mobile App,Electronics,Speaker,1893.96,1,5,94.7,1799.26,0.0,1799.26,Crypto,Delivered,4.8
ORD002450,2024-10-06,CUST00764,New,East,Social Media,Clothing,Jeans,148.41,2,0,0.0,296.82,0.0,296.82,Debit Card,Delivered,4.1
ORD002451,2023-03-10,CUST02541,Premium,Central,Social Media,Home & Kitchen,Air Fryer,151.69,1,20,30.34,121.35,0.0,121.35,Credit Card,Pending,3.3
ORD002452,2023-02-27,CUST02244,Premium,South,Website,Sports & Outdoors,Dumbbells,624.85,1,5,31.24,593.61,0.0,593.61,Crypto,Returned,1.5
ORD002453,2024-01-16,CUST02126,Returning,West,Marketplace,Clothing,Sneakers,19.84,1,0,0.0,19.84,6.38,26.22,PayPal,Delivered,4.5
ORD002454,2024-03-30,CUST00934,New,East,Website,Beauty & Personal Care,Perfume,19.25,1,15,2.89,16.36,3.26,19.62,Debit Card,Delivered,4.0
ORD002455,2022-07-31,CUST00455,Premium,East,Website,Electronics,Laptop,687.36,2,0,0.0,1374.72,0.0,1374.72,Credit Card,Delivered,3.4
ORD002456,2022-05-21,CUST00298,Returning,West,Website,Electronics,Camera,813.43,1,0,0.0,813.43,0.0,813.43,PayPal,Delivered,3.1
ORD002457,2022-02-15,CUST01364,Returning,East,Website,Clothing,Dress,36.7,2,0,0.0,73.4,18.71,92.11,PayPal,Cancelled,1.4
ORD002458,2023-04-20,CUST02048,Returning,East,Marketplace,Books,Science,77.82,1,15,11.67,66.15,23.12,89.27,Debit Card,Delivered,4.6
ORD002459,2023-12-27,CUST02764,Returning,West,Website,Home & Kitchen,Air Fryer,349.27,1,0,0.0,349.27,0.0,349.27,Debit Card,Pending,3.1
ORD002460,2024-10-13,CUST00614,VIP,Central,Website,Electronics,Smart Watch,2390.44,2,0,0.0,4780.88,0.0,4780.88,Crypto,Delivered,3.5
ORD002461,2023-03-02,CUST01600,Premium,South,Mobile App,Clothing,Boots,43.21,3,30,38.89,90.74,11.13,101.87,Credit Card,Cancelled,1.8
ORD002462,2023-06-14,CUST00121,Premium,Central,Mobile App,Beauty & Personal Care,Face Wash,70.39,5,10,35.2,316.75,0.0,316.75,Bank Transfer,Delivered,4.8
ORD002463,2023-06-16,CUST00079,New,Central,Mobile App,Electronics,Smart Watch,328.08,1,20,65.62,262.46,0.0,262.46,Crypto,Delivered,4.7
ORD002464,2023-11-09,CUST02919,Returning,East,Marketplace,Books,Biography,10.44,2,0,0.0,20.88,12.18,33.06,Credit Card,Delivered,3.4
ORD002465,2023-11-06,CUST01203,New,North,Social Media,Home & Kitchen,Vacuum Cleaner,156.84,2,5,15.68,298.0,0.0,298.0,Bank Transfer,Returned,2.7
ORD002466,2022-08-18,CUST01700,VIP,North,Mobile App,Home & Kitchen,Bed Sheets,82.61,1,5,4.13,78.48,24.18,102.66,Bank Transfer,Delivered,3.6
ORD002467,2023-01-13,CUST00960,Returning,North,Marketplace,Sports & Outdoors,Backpack,628.69,2,0,0.0,1257.38,0.0,1257.38,Debit Card,Delivered,4.6
ORD002468,2022-07-06,CUST02814,VIP,North,Website,Books,Textbook,73.48,2,5,7.35,139.61,0.0,139.61,Bank Transfer,Delivered,4.1
ORD002469,2023-11-23,CUST01837,Returning,North,Mobile App,Electronics,Smartphone,1723.57,2,10,344.71,3102.43,0.0,3102.43,Debit Card,Delivered,3.5
ORD002470,2023-08-14,CUST00712,Returning,South,Website,Sports & Outdoors,Running Shoes,451.96,1,25,112.99,338.97,0.0,338.97,PayPal,Returned,3.0
ORD002471,2024-08-24,CUST02921,Returning,West,Mobile App,Sports & Outdoors,Dumbbells,515.53,1,10,51.55,463.98,0.0,463.98,Crypto,Pending,1.3
ORD002472,2023-07-15,CUST02611,Returning,West,Website,Clothing,T-Shirt,276.72,1,0,0.0,276.72,0.0,276.72,Credit Card,Delivered,4.1
ORD002473,2024-08-17,CUST00154,Returning,Central,Marketplace,Beauty & Personal Care,Face Wash,147.77,3,20,88.66,354.65,0.0,354.65,PayPal,Delivered,4.4
ORD002474,2022-09-02,CUST00312,Returning,West,Website,Electronics,Headphones,1832.92,1,30,549.88,1283.04,0.0,1283.04,Bank Transfer,Delivered,3.2
ORD002475,2024-07-25,CUST01488,Premium,South,Mobile App,Electronics,Smart Watch,2147.83,1,15,322.17,1825.66,0.0,1825.66,PayPal,Cancelled,2.2
ORD002476,2023-11-21,CUST02910,New,West,Social Media,Beauty & Personal Care,Face Wash,79.85,2,10,15.97,143.73,0.0,143.73,Bank Transfer,Pending,2.4
ORD002477,2022-10-29,CUST01396,New,East,Social Media,Beauty & Personal Care,Lipstick,71.48,1,10,7.15,64.33,22.18,86.51,Debit Card,Delivered,4.3
ORD002478,2024-09-16,CUST02342,VIP,North,Mobile App,Sports & Outdoors,Yoga Mat,444.98,1,0,0.0,444.98,0.0,444.98,Bank Transfer,Delivered,3.0
ORD002479,2023-03-17,CUST02340,Returning,East,Mobile App,Sports & Outdoors,Bicycle,294.86,2,0,0.0,589.72,0.0,589.72,Bank Transfer,Delivered,4.5
ORD002480,2023-01-22,CUST02798,VIP,West,Website,Beauty & Personal Care,Sunscreen,24.37,1,15,3.66,20.71,20.73,41.44,Crypto,Returned,1.1
ORD002481,2024-11-14,CUST01708,VIP,West,Marketplace,Electronics,Speaker,652.62,2,0,0.0,1305.24,0.0,1305.24,Crypto,Delivered,3.1
ORD002482,2023-07-14,CUST02067,New,South,Mobile App,Beauty & Personal Care,Moisturizer,87.74,4,5,17.55,333.41,0.0,333.41,Bank Transfer,Delivered,3.6
ORD002483,2024-08-30,CUST01174,Returning,East,Marketplace,Books,Biography,75.24,1,5,3.76,71.48,1.48,72.96,Bank Transfer,Delivered,3.3
ORD002484,2024-10-25,CUST00422,Returning,Central,Website,Books,Biography,33.95,1,15,5.09,28.86,12.75,41.61,Bank Transfer,Delivered,3.0
ORD002485,2022-05-05,CUST00762,Returning,South,Website,Electronics,Smartphone,802.96,3,15,361.33,2047.55,0.0,2047.55,Debit Card,Delivered,3.3
ORD002486,2024-01-31,CUST01816,New,North,Mobile App,Beauty & Personal Care,Lipstick,101.18,4,0,0.0,404.72,0.0,404.72,Credit Card,Pending,2.2
ORD002487,2024-11-20,CUST01405,New,South,Website,Home & Kitchen,Blender,371.57,1,0,0.0,371.57,0.0,371.57,Bank Transfer,Delivered,3.7
